2026-04-25T15:29:03.784070 | 2026-04-25 | FACT-2026-04-25-0039 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665041 | 2026-04-26 | FACT-2026-04-26-0612 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665042 | 2026-04-26 | FACT-2026-04-26-0613 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665043 | 2026-04-26 | FACT-2026-04-26-0614 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665044 | 2026-04-26 | FACT-2026-04-26-0615 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665045 | 2026-04-26 | FACT-2026-04-26-0616 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665046 | 2026-04-26 | FACT-2026-04-26-0617 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665047 | 2026-04-26 | FACT-2026-04-26-0618 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665048 | 2026-04-26 | FACT-2026-04-26-0619 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665049 | 2026-04-26 | FACT-2026-04-26-0620 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665050 | 2026-04-26 | FACT-2026-04-26-0621 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665051 | 2026-04-26 | FACT-2026-04-26-0622 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665052 | 2026-04-26 | FACT-2026-04-26-0623 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665053 | 2026-04-26 | FACT-2026-04-26-0624 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665054 | 2026-04-26 | FACT-2026-04-26-0625 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665054 | 2026-04-26 | FACT-2026-04-26-0626 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665055 | 2026-04-26 | FACT-2026-04-26-0627 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665056 | 2026-04-26 | FACT-2026-04-26-0628 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665057 | 2026-04-26 | FACT-2026-04-26-0629 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665058 | 2026-04-26 | FACT-2026-04-26-0630 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665059 | 2026-04-26 | FACT-2026-04-26-0631 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665060 | 2026-04-26 | FACT-2026-04-26-0632 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665061 | 2026-04-26 | FACT-2026-04-26-0633 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665062 | 2026-04-26 | FACT-2026-04-26-0634 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665062 | 2026-04-26 | FACT-2026-04-26-0635 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665063 | 2026-04-26 | FACT-2026-04-26-0636 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665064 | 2026-04-26 | FACT-2026-04-26-0637 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665065 | 2026-04-26 | FACT-2026-04-26-0638 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665066 | 2026-04-26 | FACT-2026-04-26-0639 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665067 | 2026-04-26 | FACT-2026-04-26-0640 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665068 | 2026-04-26 | FACT-2026-04-26-0641 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665069 | 2026-04-26 | FACT-2026-04-26-0642 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665069 | 2026-04-26 | FACT-2026-04-26-0643 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665074 | 2026-04-26 | FACT-2026-04-26-0644 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665075 | 2026-04-26 | FACT-2026-04-26-0645 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665076 | 2026-04-26 | FACT-2026-04-26-0646 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665077 | 2026-04-26 | FACT-2026-04-26-0647 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665078 | 2026-04-26 | FACT-2026-04-26-0648 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665079 | 2026-04-26 | FACT-2026-04-26-0649 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665080 | 2026-04-26 | FACT-2026-04-26-0650 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665080 | 2026-04-26 | FACT-2026-04-26-0651 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665081 | 2026-04-26 | FACT-2026-04-26-0652 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665082 | 2026-04-26 | FACT-2026-04-26-0653 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665083 | 2026-04-26 | FACT-2026-04-26-0654 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665084 | 2026-04-26 | FACT-2026-04-26-0655 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665085 | 2026-04-26 | FACT-2026-04-26-0656 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665086 | 2026-04-26 | FACT-2026-04-26-0657 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665087 | 2026-04-26 | FACT-2026-04-26-0658 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665088 | 2026-04-26 | FACT-2026-04-26-0659 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665088 | 2026-04-26 | FACT-2026-04-26-0660 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665089 | 2026-04-26 | FACT-2026-04-26-0661 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665090 | 2026-04-26 | FACT-2026-04-26-0662 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665091 | 2026-04-26 | FACT-2026-04-26-0663 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665092 | 2026-04-26 | FACT-2026-04-26-0664 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665093 | 2026-04-26 | FACT-2026-04-26-0665 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665094 | 2026-04-26 | FACT-2026-04-26-0666 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665095 | 2026-04-26 | FACT-2026-04-26-0667 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665095 | 2026-04-26 | FACT-2026-04-26-0668 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665096 | 2026-04-26 | FACT-2026-04-26-0669 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665097 | 2026-04-26 | FACT-2026-04-26-0670 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665098 | 2026-04-26 | FACT-2026-04-26-0671 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665099 | 2026-04-26 | FACT-2026-04-26-0672 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665100 | 2026-04-26 | FACT-2026-04-26-0673 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665101 | 2026-04-26 | FACT-2026-04-26-0674 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665102 | 2026-04-26 | FACT-2026-04-26-0675 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665103 | 2026-04-26 | FACT-2026-04-26-0676 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665104 | 2026-04-26 | FACT-2026-04-26-0677 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665104 | 2026-04-26 | FACT-2026-04-26-0678 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665105 | 2026-04-26 | FACT-2026-04-26-0679 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665106 | 2026-04-26 | FACT-2026-04-26-0680 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665107 | 2026-04-26 | FACT-2026-04-26-0681 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665108 | 2026-04-26 | FACT-2026-04-26-0682 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665109 | 2026-04-26 | FACT-2026-04-26-0683 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665110 | 2026-04-26 | FACT-2026-04-26-0684 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665111 | 2026-04-26 | FACT-2026-04-26-0685 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665111 | 2026-04-26 | FACT-2026-04-26-0686 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665112 | 2026-04-26 | FACT-2026-04-26-0687 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665114 | 2026-04-26 | FACT-2026-04-26-0688 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665115 | 2026-04-26 | FACT-2026-04-26-0689 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665116 | 2026-04-26 | FACT-2026-04-26-0690 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665117 | 2026-04-26 | FACT-2026-04-26-0691 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665118 | 2026-04-26 | FACT-2026-04-26-0692 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665119 | 2026-04-26 | FACT-2026-04-26-0693 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665120 | 2026-04-26 | FACT-2026-04-26-0694 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665120 | 2026-04-26 | FACT-2026-04-26-0695 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665121 | 2026-04-26 | FACT-2026-04-26-0696 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665122 | 2026-04-26 | FACT-2026-04-26-0697 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665123 | 2026-04-26 | FACT-2026-04-26-0698 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665124 | 2026-04-26 | FACT-2026-04-26-0699 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665125 | 2026-04-26 | FACT-2026-04-26-0700 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665126 | 2026-04-26 | FACT-2026-04-26-0701 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665127 | 2026-04-26 | FACT-2026-04-26-0702 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665127 | 2026-04-26 | FACT-2026-04-26-0703 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665128 | 2026-04-26 | FACT-2026-04-26-0704 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665129 | 2026-04-26 | FACT-2026-04-26-0705 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665130 | 2026-04-26 | FACT-2026-04-26-0706 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665131 | 2026-04-26 | FACT-2026-04-26-0707 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665153 | 2026-04-26 | FACT-2026-04-26-0708 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665154 | 2026-04-26 | FACT-2026-04-26-0709 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665155 | 2026-04-26 | FACT-2026-04-26-0710 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665156 | 2026-04-26 | FACT-2026-04-26-0711 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665157 | 2026-04-26 | FACT-2026-04-26-0712 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665158 | 2026-04-26 | FACT-2026-04-26-0713 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665159 | 2026-04-26 | FACT-2026-04-26-0714 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665159 | 2026-04-26 | FACT-2026-04-26-0715 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665160 | 2026-04-26 | FACT-2026-04-26-0716 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665161 | 2026-04-26 | FACT-2026-04-26-0717 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665162 | 2026-04-26 | FACT-2026-04-26-0718 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665163 | 2026-04-26 | FACT-2026-04-26-0719 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665164 | 2026-04-26 | FACT-2026-04-26-0720 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665165 | 2026-04-26 | FACT-2026-04-26-0721 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665166 | 2026-04-26 | FACT-2026-04-26-0722 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665166 | 2026-04-26 | FACT-2026-04-26-0723 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665167 | 2026-04-26 | FACT-2026-04-26-0724 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665168 | 2026-04-26 | FACT-2026-04-26-0725 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665169 | 2026-04-26 | FACT-2026-04-26-0726 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665170 | 2026-04-26 | FACT-2026-04-26-0727 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665171 | 2026-04-26 | FACT-2026-04-26-0728 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665172 | 2026-04-26 | FACT-2026-04-26-0729 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665173 | 2026-04-26 | FACT-2026-04-26-0730 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665174 | 2026-04-26 | FACT-2026-04-26-0731 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665174 | 2026-04-26 | FACT-2026-04-26-0732 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665175 | 2026-04-26 | FACT-2026-04-26-0733 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665176 | 2026-04-26 | FACT-2026-04-26-0734 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665177 | 2026-04-26 | FACT-2026-04-26-0735 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665178 | 2026-04-26 | FACT-2026-04-26-0736 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665179 | 2026-04-26 | FACT-2026-04-26-0737 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665180 | 2026-04-26 | FACT-2026-04-26-0738 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665181 | 2026-04-26 | FACT-2026-04-26-0739 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665182 | 2026-04-26 | FACT-2026-04-26-0740 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665182 | 2026-04-26 | FACT-2026-04-26-0741 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665183 | 2026-04-26 | FACT-2026-04-26-0742 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665184 | 2026-04-26 | FACT-2026-04-26-0743 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665185 | 2026-04-26 | FACT-2026-04-26-0744 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665186 | 2026-04-26 | FACT-2026-04-26-0745 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665187 | 2026-04-26 | FACT-2026-04-26-0746 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665188 | 2026-04-26 | FACT-2026-04-26-0747 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665189 | 2026-04-26 | FACT-2026-04-26-0748 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665189 | 2026-04-26 | FACT-2026-04-26-0749 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665190 | 2026-04-26 | FACT-2026-04-26-0750 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665191 | 2026-04-26 | FACT-2026-04-26-0751 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665192 | 2026-04-26 | FACT-2026-04-26-0752 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665193 | 2026-04-26 | FACT-2026-04-26-0753 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665194 | 2026-04-26 | FACT-2026-04-26-0754 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665195 | 2026-04-26 | FACT-2026-04-26-0755 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665196 | 2026-04-26 | FACT-2026-04-26-0756 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665197 | 2026-04-26 | FACT-2026-04-26-0757 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665197 | 2026-04-26 | FACT-2026-04-26-0758 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665198 | 2026-04-26 | FACT-2026-04-26-0759 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665199 | 2026-04-26 | FACT-2026-04-26-0760 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665200 | 2026-04-26 | FACT-2026-04-26-0761 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665201 | 2026-04-26 | FACT-2026-04-26-0762 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665202 | 2026-04-26 | FACT-2026-04-26-0763 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665203 | 2026-04-26 | FACT-2026-04-26-0764 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665204 | 2026-04-26 | FACT-2026-04-26-0765 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665205 | 2026-04-26 | FACT-2026-04-26-0766 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665205 | 2026-04-26 | FACT-2026-04-26-0767 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665206 | 2026-04-26 | FACT-2026-04-26-0768 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665207 | 2026-04-26 | FACT-2026-04-26-0769 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665208 | 2026-04-26 | FACT-2026-04-26-0770 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665209 | 2026-04-26 | FACT-2026-04-26-0771 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665213 | 2026-04-26 | FACT-2026-04-26-0772 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665214 | 2026-04-26 | FACT-2026-04-26-0773 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665215 | 2026-04-26 | FACT-2026-04-26-0774 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665216 | 2026-04-26 | FACT-2026-04-26-0775 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665217 | 2026-04-26 | FACT-2026-04-26-0776 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665218 | 2026-04-26 | FACT-2026-04-26-0777 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665219 | 2026-04-26 | FACT-2026-04-26-0778 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665220 | 2026-04-26 | FACT-2026-04-26-0779 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665221 | 2026-04-26 | FACT-2026-04-26-0780 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665222 | 2026-04-26 | FACT-2026-04-26-0781 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665223 | 2026-04-26 | FACT-2026-04-26-0782 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665224 | 2026-04-26 | FACT-2026-04-26-0783 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665225 | 2026-04-26 | FACT-2026-04-26-0784 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665225 | 2026-04-26 | FACT-2026-04-26-0785 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665226 | 2026-04-26 | FACT-2026-04-26-0786 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665227 | 2026-04-26 | FACT-2026-04-26-0787 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665228 | 2026-04-26 | FACT-2026-04-26-0788 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665229 | 2026-04-26 | FACT-2026-04-26-0789 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665230 | 2026-04-26 | FACT-2026-04-26-0790 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665231 | 2026-04-26 | FACT-2026-04-26-0791 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665232 | 2026-04-26 | FACT-2026-04-26-0792 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665233 | 2026-04-26 | FACT-2026-04-26-0793 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665234 | 2026-04-26 | FACT-2026-04-26-0794 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665235 | 2026-04-26 | FACT-2026-04-26-0795 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665235 | 2026-04-26 | FACT-2026-04-26-0796 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665236 | 2026-04-26 | FACT-2026-04-26-0797 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665237 | 2026-04-26 | FACT-2026-04-26-0798 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665238 | 2026-04-26 | FACT-2026-04-26-0799 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665239 | 2026-04-26 | FACT-2026-04-26-0800 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-27T02:01:17.665240 | 2026-04-26 | FACT-2026-04-26-0801 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
